asof_utc,seller_sku,asin,supplier_code,supplier_name,sale_status,available_now,total_quantity_now,amazon_inbound_working,amazon_inbound_shipped,amazon_inbound_receiving,velocity_7d,velocity_30d,velocity_90d,current_supplier_buy_cost_gbp,current_supplier_cost_source,market_price_gbp,market_price_basis_used,expected_refund_cost_per_unit_gbp,roi_at_market_price_pct,source_inventory_asof,source_velocity_asof,source_performance_asof,title,main_image,supplier_sku,barcode,amazon_pack_size,pack_conversion_note,order_qty_mode,order_qty_unit_label,sell_pack_qty,supplier_case_qty,supplier_case_multiple,valid_order_step,repack_required,bundle_required,display_qtys_label,source_offer_timestamp_utc,source_notes,sale_status_normalized,is_active_candidate,has_current_cost_input,has_current_market_price_input,has_demand_input,has_minimum_restock_inputs,coverage_block_reason,current_cost_value_gbp,current_cost_source,current_cost_confidence,current_cost_class,cost_mode,cost_source_type,cost_source_reference,current_cost_truth_type,backtest_policy_id,backtest_history_confidence,backtest_market_viability_score,backtest_exit_risk_score,backtest_estimated_total_profit_gbp,backtest_estimated_monthly_profit_gbp,backtest_capital_lockup_days,backtest_sellable_ceiling_zone,backtest_amazon_risk_level,backtest_compression_risk_level,backtest_recommendation,backtest_manual_review_reason,supplier_catalog_price,last_purchase_price,supplier_pack_size,moq,lead_time_days,bulk_long_lead_flag,out_of_stock_days,snooze_until_utc
2026-04-10T13:20:00Z,09-CZ59-Q6OR,B09BR88BPW,,DHB,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,2025-01-12T13:39:34Z,,,Stoddard Icon White Standard Interdental Brushes - 8 Brush Plus 2 Free Brush in 1 Pack,https://m.media-amazon.com/images/I/717S2YgqeWL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,B2-5FFM-153A,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Ravensburger Disney Princess 100 Piece Jigsaw Puzzles for Kids Age 6 Years Up,https://m.media-amazon.com/images/I/81N07VEGGoL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,XI-DUS3-PXC9,,413674,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"Super Mario - 2,5 Deluxe Toad House Playset (413674)",https://m.media-amazon.com/images/I/710YGjvZI4L.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,0T-LQK2-KFCY,B0CBNNKLYJ,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,2024-12-22T20:46:45Z,,,"Mattel WWE Ultimate Edition Asuka Action Figure & Accessories, 6-inch Collectible Set, Swappable Heads & Hands, Entrance Gear & 30 Articulation Points, HWP53",https://m.media-amazon.com/images/I/917SgK2N-DL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,OL-F41R-EZEF,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,BRIO World Collapsing Bridge for Kids Age 3 Years Up - Compatible With All BRIO Railway Train Sets and Accessories,https://m.media-amazon.com/images/I/71SYuSV+hcL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,NC-MA70-7OJ9,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Learning Resources Playfoam Sparkle (Set of 4) EI-1910,https://m.media-amazon.com/images/I/61ZL-BMxtdL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,T7-NZWY-R44R,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"The Original Plasticine, FunTUBulous, Original Modelling Clay, Soft and Non-Hardening, Includes 8 Bumper Sticks of Plasticine in Plastic Bucket with Carry Handle, Suitable for Ages 3+",https://m.media-amazon.com/images/I/51DjBSiS5zL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,I2-OJSR-TKZ6,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,BRIO World Wooden Tunnel Train for Kids Age 3 Years Up - Compatible with all BRIO Railway Sets & Accessories,https://m.media-amazon.com/images/I/81rV5ilI-bL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,9C-ZLCN-WWGK,,985 5862,ABGee,dropped,0,0,0,0,0,0,0,0,7.59,last_purchase_price,,MISSING_MARKET_CONTEXT,0,0,,,,Funko POP! Movies: Harry Potter - Severus Snape - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/51X1fLoBCRL.jpg,,,,,,,,,,,,,,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,1,0,0,0,inactive_status,7.59,last_purchase_price,medium,last_purchase_fallback,live,live_product_inputs,out/product_db_preview.csv,live_cost_truth,,,,,,,,,,,,,,7.59,1,1,0,0,0,
2026-04-10T13:20:00Z,6L-LO0H-2WGF,,198 3202,ABGee,dropped,0,0,0,0,0,0,0,0,3.33,last_purchase_price,,MISSING_MARKET_CONTEXT,0,0,,,,"Make It Real Blooming Vibes Sketchbook - Princess Fashion Design Drawing and Craft Book - Fashion Designer Kits for Girls with Templates, Stencils, Stickers - Kids Arts and Crafts Sets, Creative Gifts",https://m.media-amazon.com/images/I/81lqhgqcQjL.jpg,,,,,,,,,,,,,,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,1,0,0,0,inactive_status,3.33,last_purchase_price,medium,last_purchase_fallback,live,live_product_inputs,out/product_db_preview.csv,live_cost_truth,,,,,,,,,,,,,,3.33,1,1,0,0,0,
2026-04-10T13:20:00Z,7C-XI7G-FMUU,,985 36391,ABGee,dropped,0,0,0,0,0,0,0,0,7.59,last_purchase_price,,MISSING_MARKET_CONTEXT,0,0,,,,Funko POP! Vinyl: Disney: the Lion King: Mufasa - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/71c-DYBU4dL.jpg,,,,,,,,,,,,,,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,1,0,0,0,inactive_status,7.59,last_purchase_price,medium,last_purchase_fallback,live,live_product_inputs,out/product_db_preview.csv,live_cost_truth,,,,,,,,,,,,,,7.59,1,1,0,0,0,
2026-04-10T13:20:00Z,W7-F06R-CW3C,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Giga Pets AR Virtual Animal Pet Toy (Unicorn),https://m.media-amazon.com/images/I/71twRRGGk5L.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,D6-Y4EX-C9HL,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Ravensburger Hey Duggee Mini Memory Game - Matching Picture Snap Pairs Game for Kids Age 3 Years Up,https://m.media-amazon.com/images/I/71IbAg+4oUL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,NB-UWOU-68PW,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Funko Mystery Mini: Marvel Deadpool 30th - 1 Of 12 to Collect - Styles Vary - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Comic Books Fans and Display,https://m.media-amazon.com/images/I/711+E-ENm-L.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,QG-6O1N-7HTR,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Pokemon Piplup 8 inch Plush,https://m.media-amazon.com/images/I/61VLPNwyHHL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,E7-LAKI-9FEO,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"Ravensburger Disney Princess - Jigsaw Puzzles for Kids Age 3 Years Up, Multicolored, 4 in Box (12, 16, 20, 24 Piece)",https://m.media-amazon.com/images/I/91imrUZlBdL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,FQ-DRSZ-XVJI,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"Purse Pets, Glamicorn Unicorn Interactive Purse Pet with Over 25 Sounds and Reactions, Kids Toys for Girls Ages 5 and up",https://m.media-amazon.com/images/I/91D-ngZHERL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,WY-Z6LP-JOMV,,542 12001074,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Ravensburger Super Mario 100 Piece XXL Jigsaw Puzzles for Kids Age 6 Years Up - Extra Large Pieces,https://m.media-amazon.com/images/I/81CUvQsVPbL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,IX-E0R5-6P6G,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Ravensburger Super Mario 3x 49 Piece Jigsaw Puzzles for Kids Age 5 Years Up,https://m.media-amazon.com/images/I/51RpYtwv6PL.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,J7-QL4P-4SOM,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,ThinkFun Cold Case Files A Pinch of Murder - Murder Mystery Game for Adults and Kids Age 14 Years Up - 1 to 4 Players,https://m.media-amazon.com/images/I/71ERGa-yLwS.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
2026-04-10T13:20:00Z,UF-8XYI-JUTX,,,ABGee,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,ThinkFun Cold Case Files A Pinch of Murder - Murder Mystery Game for Adults and Kids Age 14 Years Up - 1 to 4 Players,https://m.media-amazon.com/images/I/71ERGa-yLwS.jpg,,,,,,,,,,,,,,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,live_product_inputs,out/product_db_preview.csv,no_cost_truth,,,,,,,,,,,,,,,1,1,0,0,0,
